,GEOID10,n_loans,n_homes,n_hcl,per_hcl,rank_hcl
481,53011041500,139,1001,15,0.107913669,0.715980461
482,53011040605,687,1549,23,0.033478894,0.210746685
483,53011040202,221,1459,18,0.081447964,0.575715283
484,53011040203,329,1967,25,0.075987842,0.545708304
485,53021020501,401,1733,18,0.044887781,0.323098395
486,53021020502,668,2916,71,0.106287425,0.708304257
487,53021020100,369,2359,75,0.203252033,0.953942777
488,53021020601,1167,2896,120,0.102827763,0.692254013
489,53021020200,132,1482,24,0.181818182,0.921144452
490,53021020300,185,1448,38,0.205405405,0.956734124
491,53021020400,221,1896,35,0.158371041,0.880669923
492,53011040706,182,1013,30,0.164835165,0.891835311
493,53011040805,1090,2101,56,0.051376147,0.376133985
494,53011041205,217,1335,23,0.105990783,0.706908583
495,53011040703,501,2282,59,0.117764471,0.759944173
496,53011041104,217,1196,32,0.147465438,0.854849965
497,53011041317,415,1086,24,0.057831325,0.423586881
498,53011040806,350,1616,37,0.105714286,0.70551291
499,53021020606,579,2163,75,0.129533679,0.799023029
500,53021020603,622,1068,78,0.125401929,0.782972784
501,53021020605,962,2461,139,0.144490644,0.842986741
502,53039950100,332,3705,37,0.111445783,0.729239358
503,53039950200,128,2262,11,0.0859375,0.605024424
504,53039950300,321,3567,14,0.043613707,0.311933008
505,53037975402,291,1813,19,0.065292096,0.482205164
506,53037975100,715,5614,59,0.082517483,0.581995813
507,53037975500,358,1986,30,0.083798883,0.591765527
508,53037975600,69,887,10,0.144927536,0.846475925
509,53037975700,224,1946,23,0.102678571,0.691556176
510,53037975200,362,3344,22,0.060773481,0.447313329
511,53037975300,346,2038,24,0.069364162,0.508722959
512,53037975401,135,1919,5,0.037037037,0.251221214
513,53067010200,326,2217,15,0.04601227,0.329378925
514,53067010300,238,2046,22,0.092436975,0.639218423
515,53067011100,255,1548,8,0.031372549,0.190509421
516,53067012420,294,1733,26,0.088435374,0.621772505
517,53067011420,456,2566,36,0.078947368,0.563852059
518,53067012320,87,1143,10,0.114942529,0.745289602
519,53067012000,410,2585,22,0.053658537,0.394277739
520,53067012100,190,1844,9,0.047368421,0.339846476
521,53067011410,306,1811,40,0.130718954,0.803210049
522,53067011000,284,2018,21,0.073943662,0.535240754
523,53041971000,196,1075,40,0.204081633,0.956036288
524,53041970600,136,633,24,0.176470588,0.914863922
525,53041971200,151,1354,12,0.079470199,0.567341242
526,53041971300,330,2217,45,0.136363636,0.823447313
527,53041971100,201,1502,18,0.089552239,0.625959525
528,53041971800,180,2204,29,0.161111111,0.884856943
529,53041971900,170,1382,30,0.176470588,0.914863922
530,53041971700,215,2325,29,0.134883721,0.819260293
531,53041971400,165,1071,13,0.078787879,0.563154222
532,53041971600,211,1675,30,0.142180095,0.837404047
533,53041972000,99,2581,14,0.141414141,0.836008374
534,53041971500,526,2781,86,0.163498099,0.88764829
535,53041970100,165,1366,12,0.072727273,0.52965806
536,53041970200,166,1227,15,0.090361446,0.630146546
537,53041970300,227,1601,34,0.149779736,0.862526169
538,53041970400,325,2262,66,0.203076923,0.953244941
539,53041970500,164,790,23,0.140243902,0.833217027
540,53041970700,264,1629,60,0.227272727,0.978367062
541,53041970800,258,1266,33,0.127906977,0.792742498
542,53041970900,141,554,30,0.212765957,0.963014655
543,53015001900,267,2049,29,0.108614232,0.720865318
544,53015002001,206,1610,24,0.116504854,0.750174459
545,53015002002,391,2679,41,0.104859335,0.700628053
546,53015001800,120,831,11,0.091666667,0.637124913
547,53015001600,535,2741,46,0.085981308,0.605722261
548,53015000400,158,1172,18,0.113924051,0.741800419
549,53015000602,262,1404,39,0.148854962,0.859036985
550,53015000702,205,1202,46,0.224390244,0.977669225
551,53015000800,573,2744,83,0.144851658,0.845080251
552,53015000900,511,2665,108,0.211350294,0.961618981
553,53015001100,366,2074,111,0.303278689,0.996510816
554,53015001200,314,1476,58,0.184713376,0.927424983
555,53015001300,195,1247,61,0.312820513,0.997208653
556,53067011500,374,2019,50,0.13368984,0.812979763
557,53067012330,217,1323,30,0.138248848,0.829727844
558,53067010910,465,2250,29,0.062365591,0.459874389
559,53067010520,216,1621,5,0.023148148,0.101884159
560,53067012221,713,2169,17,0.023842917,0.108164689
561,53067012212,383,2306,23,0.060052219,0.443126308
562,53067011720,577,1951,73,0.126516464,0.785764131
563,53067011822,253,1585,22,0.086956522,0.611304955
564,53067010920,256,1734,22,0.0859375,0.605024424
565,53067012610,327,2518,21,0.064220183,0.473133287
566,53067011821,511,1626,28,0.054794521,0.404047453
567,53067012730,293,2267,27,0.092150171,0.638520586
568,53067012222,1468,3241,36,0.024523161,0.115143057
569,53067012211,98,1043,3,0.030612245,0.179344033
570,53015001000,49,434,16,0.326530612,0.998604327
571,53015000501,324,1223,79,0.24382716,0.986741103
572,53015000502,292,1713,108,0.369863014,0.999302163
573,53015000601,188,1016,51,0.271276596,0.994417306
574,53015001700,318,2024,34,0.106918239,0.710397767
575,53015000704,411,2341,92,0.223844282,0.976273552
576,53015001502,694,2413,88,0.126801153,0.787159805
577,53015001501,212,1558,18,0.08490566,0.599441731
578,53015000703,83,590,8,0.096385542,0.658757851
579,53015002100,74,791,18,0.243243243,0.986043266
580,53067011710,589,2854,28,0.0475382,0.342637823
581,53067011621,585,2279,42,0.071794872,0.524075366
582,53067011623,748,2367,63,0.084224599,0.594556874
583,53067012720,344,2402,55,0.159883721,0.882763433
584,53067012620,344,1950,57,0.165697674,0.893928821
585,53067012412,507,1747,51,0.100591716,0.677599442
586,53067012520,511,2948,45,0.088062622,0.619678995
587,53067012530,375,1633,40,0.106666667,0.70969993
588,53067012411,1135,2684,101,0.088986784,0.623866015
589,53067012510,572,1433,105,0.183566434,0.925331472
590,53067012710,148,867,19,0.128378378,0.794836008
591,53067011624,377,1561,33,0.087533156,0.616887648
592,53067011622,309,1587,29,0.093851133,0.648988137
593,53049950400,138,1972,18,0.130434783,0.802512212
594,53049950500,114,1835,3,0.026315789,0.129099791
595,53049950600,62,1007,8,0.129032258,0.797627355
596,53049950700,156,3060,13,0.083333333,0.589672017
597,53049950800,221,3015,21,0.095022624,0.653872994
598,53049950200,192,1743,41,0.213541667,0.964410328
599,53049950300,123,2158,19,0.154471545,0.871598046
600,53067010100,66,813,3,0.045454545,0.325191905
601,53067011900,404,3586,37,0.091584158,0.635729239
602,53067012310,1087,3749,69,0.063477461,0.46824843
603,53017950100,161,3030,10,0.062111801,0.456385206
604,53017950300,415,2343,38,0.091566265,0.635031403
605,53017950400,449,2492,33,0.073496659,0.533147244
606,53017950500,124,1249,17,0.137096774,0.827634334
607,53017950800,348,1831,36,0.103448276,0.695743196
608,53067011200,167,1333,24,0.143712575,0.840195394
609,53067010700,386,2112,19,0.049222798,0.358688067
610,53067010800,330,2369,27,0.081818182,0.58060014
611,53067011810,201,1412,13,0.064676617,0.47871598
612,53067011610,742,2957,51,0.068733154,0.503838102
613,53067010600,301,2040,20,0.066445183,0.491277041
614,53067010400,227,1493,6,0.026431718,0.129797627
615,53067011300,131,1670,13,0.099236641,0.672714585
616,53017950600,310,1630,24,0.077419355,0.551290998
617,53017950700,161,1281,17,0.105590062,0.704815073
618,53017950200,112,1271,14,0.125,0.781577111
619,53073001201,101,1385,4,0.03960396,0.278436846
620,53073010403,506,3013,34,0.067193676,0.496161898
621,53073000501,185,1881,4,0.021621622,0.087229588
622,53073000502,78,928,3,0.038461538,0.268667132
623,53031950500,226,3789,13,0.057522124,0.420097697
624,53031950300,498,3658,15,0.030120482,0.177250523
625,53031950400,98,2084,15,0.153061224,0.869504536
626,53031950202,48,1250,6,0.125,0.781577111
627,53031950601,237,3075,12,0.050632911,0.371249128
628,53031950602,121,1490,3,0.024793388,0.119330077
629,53031950702,44,1705,6,0.136363636,0.823447313
630,53073000100,441,3285,17,0.038548753,0.269364969
631,53073000200,720,3022,28,0.038888889,0.274947662
632,53073000300,236,2028,11,0.046610169,0.334961619
633,53073001100,265,2352,4,0.01509434,0.042568039
634,53073000400,291,2520,7,0.024054983,0.110956036
635,53073000600,23,64,1,0.043478261,0.310537334
636,53073000700,236,2168,7,0.029661017,0.170272156
637,53073001000,73,913,1,0.01369863,0.037683182
638,53073010401,507,3061,30,0.059171598,0.438241452
639,53073010100,423,4103,70,0.165484634,0.892533147
640,53073010501,690,2651,36,0.052173913,0.382414515
641,53073010600,346,2349,13,0.037572254,0.256106071
642,53073010900,45,941,1,0.022222222,0.094905792
643,53073940000,138,1896,11,0.079710145,0.569434752
644,53073010302,316,1725,12,0.037974684,0.260293091
645,53073010301,427,2380,18,0.042154567,0.29867411
646,53073011000,73,2092,1,0.01369863,0.037683182
647,53073010200,592,3151,51,0.086148649,0.606420098
648,53073010303,526,1869,23,0.043726236,0.313328681
649,53073010502,592,2475,34,0.057432432,0.418702024
650,53073000804,381,2601,11,0.028871391,0.162595953
651,53073000806,990,4015,71,0.071717172,0.52337753
652,53073000805,275,1976,7,0.025454545,0.12281926
653,53073000803,315,2240,4,0.012698413,0.030704815
654,53073010702,258,1545,16,0.062015504,0.454989532
655,53073010701,293,2334,14,0.04778157,0.34542917
656,53073001202,137,1484,3,0.02189781,0.090020935
657,53073000902,323,2224,6,0.018575851,0.062107467
658,53073010404,439,3061,41,0.093394077,0.6482903
659,53073000901,327,2008,8,0.024464832,0.11444522
660,53005010803,738,2684,25,0.033875339,0.214235869
661,53005011900,329,2163,64,0.194528875,0.9448709
662,53005011402,388,1937,47,0.121134021,0.771807397
663,53005011001,295,1551,48,0.162711864,0.88555478
664,53005010902,199,1272,38,0.190954774,0.937194696
665,53005011700,330,2283,54,0.163636364,0.889043964
666,53005010901,222,1468,42,0.189189189,0.93440335
667,53005011800,203,2132,20,0.098522167,0.669923238
668,53005011600,30,373,3,0.1,0.676901605
669,53005011300,245,1724,64,0.26122449,0.992323796
670,53005010600,224,1470,25,0.111607143,0.729937195
671,53005010500,141,1009,16,0.113475177,0.740404745
672,53005011401,232,1230,47,0.202586207,0.951849267
673,53005011501,154,2305,11,0.071428571,0.521981856
674,53005011200,221,1702,55,0.248868778,0.988834613
675,53005010100,290,1733,17,0.05862069,0.430565248
676,53005010202,274,1730,36,0.131386861,0.805303559
677,53005010300,378,1763,72,0.19047619,0.935799023
678,53005011100,550,2613,93,0.169090909,0.898813678
679,53005010201,565,1952,29,0.051327434,0.375436148
680,53005010400,345,1605,70,0.202898551,0.952547104
681,53005011002,220,1420,40,0.181818182,0.921144452
682,53005010708,589,907,38,0.064516129,0.47662247
683,53005010701,71,854,11,0.154929577,0.872993719
684,53005010703,130,1175,19,0.146153846,0.851360782
685,53005010814,505,1030,11,0.021782178,0.087927425
686,53005010810,609,1549,28,0.045977011,0.328681089
687,53005010811,760,1240,25,0.032894737,0.201674808
688,53005010807,71,371,3,0.042253521,0.30076762
689,53005010705,428,1821,29,0.067757009,0.497557572
690,53005011504,205,1020,23,0.112195122,0.734822052
691,53005011503,992,3455,86,0.086693548,0.608513608
692,53005010813,1471,3638,74,0.050305914,0.369155618
693,53005010809,314,1762,32,0.101910828,0.683879972
694,53005010707,318,969,9,0.028301887,0.157013259
695,53005010805,491,2136,29,0.059063136,0.435450105
696,53075000700,157,1705,19,0.121019108,0.77110956
697,53075000800,211,1399,20,0.09478673,0.65247732
698,53075001000,95,1113,6,0.063157895,0.464759246
699,53075000200,396,2516,13,0.032828283,0.200976971
700,53075000300,399,2000,14,0.035087719,0.23517097
701,53075000400,148,1485,5,0.033783784,0.213538032
702,53075000600,37,785,0,0,0.011863224
703,53075000100,18,832,0,0,0.011863224
704,53075000900,168,1960,23,0.136904762,0.826936497
705,53065950700,111,1122,16,0.144144144,0.841591068
706,53065950800,122,1508,5,0.040983607,0.290997906
707,53065950900,39,895,3,0.076923077,0.550593161
708,53065950200,121,1526,11,0.090909091,0.631542219
709,53065950300,144,1103,13,0.090277778,0.629448709
710,53065950500,157,885,15,0.095541401,0.655966504
711,53065950600,72,1227,9,0.125,0.781577111
712,53065950100,291,3663,32,0.109965636,0.724354501
713,53065951300,152,2539,16,0.105263158,0.702023726
714,53065951400,451,3130,31,0.068736142,0.504535939
715,53065941000,3,850,0,0,0.011863224
716,53065951100,104,1811,12,0.115384615,0.748080949
717,53033022006,366,1146,14,0.038251366,0.265177948
718,53033032320,277,1589,12,0.0433213,0.307745987
719,53033031703,536,2481,49,0.09141791,0.633635729
720,53033031206,174,1250,28,0.16091954,0.884159107
721,53033032102,345,1901,14,0.04057971,0.28820656
722,53033032210,1238,3480,37,0.029886914,0.17376134
723,53033032211,384,1543,12,0.03125,0.189113747
724,53033032104,400,1469,11,0.0275,0.142358688
725,53033032313,213,1321,5,0.023474178,0.105373343
726,53033032203,608,2541,25,0.041118421,0.293091417
727,53033032703,151,843,4,0.026490066,0.130495464
728,53033032704,906,2247,49,0.054083885,0.397766923
729,53033027300,254,1419,17,0.066929134,0.494766225
730,53033027200,102,812,8,0.078431373,0.561060712
731,53033027100,122,888,12,0.098360656,0.667131891
732,53033027000,181,1162,13,0.071823204,0.524773203
733,53033026802,263,1305,15,0.057034221,0.41311933
734,53033026801,219,1257,11,0.050228311,0.367759944
735,53033026700,276,1766,8,0.028985507,0.163293789
736,53033026600,171,891,4,0.023391813,0.103977669
737,53033000800,162,1023,1,0.00617284,0.016748081
738,53033000700,288,1256,3,0.010416667,0.023028611
739,53033000600,354,2265,6,0.016949153,0.053733426
740,53033000500,221,1354,9,0.040723982,0.289602233
741,53033000402,259,1394,9,0.034749035,0.23098395
742,53033000401,289,1032,4,0.01384083,0.038381019
743,53033000300,190,1002,7,0.036842105,0.247034194
744,53033000200,441,2318,12,0.027210884,0.138869505
745,53033000100,219,1555,9,0.04109589,0.29239358
746,53033032500,421,2091,21,0.049881235,0.365666434
747,53033031907,544,2612,26,0.047794118,0.346824843
748,53033031800,301,1815,10,0.033222591,0.206559665
749,53033032002,208,1245,9,0.043269231,0.307048151
750,53033032003,289,2006,18,0.062283737,0.459176553
751,53033031704,323,1573,22,0.068111455,0.500348918
752,53033032005,551,2452,75,0.136116152,0.82205164
753,53033032006,385,1915,23,0.05974026,0.441032798
754,53033032207,241,1171,4,0.01659751,0.051639916
755,53033021803,411,1333,9,0.02189781,0.090020935
756,53033032602,1291,4060,43,0.033307514,0.207955338
757,53033032702,611,2796,24,0.039279869,0.276343336
758,53033032800,169,1673,11,0.065088757,0.480809491
759,53033026500,278,1213,5,0.017985612,0.058618283
760,53033026400,210,1204,12,0.057142857,0.414515003
761,53033026300,114,553,7,0.061403509,0.451500349
762,53033026200,258,985,12,0.046511628,0.333565946
763,53033026100,339,2100,26,0.076696165,0.548499651
764,53033026001,438,2221,23,0.052511416,0.385903699
765,53033021500,311,1756,10,0.032154341,0.195394278
766,53033021400,208,1519,5,0.024038462,0.1102582
767,53033021300,242,1272,3,0.012396694,0.029309142
768,53033001702,312,1473,9,0.028846154,0.161898116
769,53033004302,16,252,1,0.0625,0.462665736
770,53033004301,134,977,8,0.059701493,0.440334962
771,53033007402,193,161,0,0,0.011863224
772,53033010002,150,1275,5,0.033333333,0.210048849
773,53033010001,183,1225,3,0.016393443,0.049546406
774,53033011002,120,1250,2,0.016666667,0.052337753
775,53033010402,226,1632,6,0.026548673,0.131891137
776,53033010702,401,1155,11,0.027431421,0.140963015
777,53033011402,288,1158,11,0.038194444,0.263782275
778,53033022605,288,1175,8,0.027777778,0.150034892
779,53033022902,424,1970,17,0.04009434,0.283321703
780,53033024602,193,1310,5,0.025906736,0.124214934
781,53033025803,211,969,18,0.085308057,0.601535241
782,53033031601,352,2034,25,0.071022727,0.517794836
783,53033031603,1084,2182,38,0.035055351,0.233775297
784,53033032103,372,1323,8,0.021505376,0.086531752
785,53033025001,270,1629,8,0.02962963,0.16957432
786,53033032401,595,2217,23,0.038655462,0.271458479
787,53033032402,536,2366,16,0.029850746,0.173063503
788,53033031501,219,1591,14,0.063926941,0.471737613
789,53033021100,179,1244,1,0.005586592,0.016050244
790,53033021000,269,1956,8,0.029739777,0.170969993
791,53033020900,226,1046,6,0.026548673,0.131891137
792,53033020800,263,1419,9,0.034220532,0.219120726
793,53033020700,187,991,7,0.037433155,0.255408234
794,53033020600,167,1246,2,0.011976048,0.028611305
795,53033020500,361,2022,10,0.027700831,0.147941382
796,53033011401,281,1221,9,0.03202847,0.193300768
797,53033025302,97,1008,9,0.092783505,0.642707606
798,53033025806,172,1358,11,0.063953488,0.47243545
799,53033027701,241,2661,9,0.037344398,0.254012561
800,53033032326,192,1316,6,0.03125,0.189113747
801,53033032327,310,2117,5,0.016129032,0.046755059
802,53033023404,189,999,6,0.031746032,0.191905094
803,53033023403,271,1344,9,0.033210332,0.205861828
804,53033023804,230,96,6,0.026086957,0.125610607
805,53033023201,135,830,3,0.022222222,0.094905792
806,53033023900,374,2240,7,0.018716578,0.064200977
807,53033032322,226,1178,7,0.030973451,0.18213538
808,53033032321,490,1753,10,0.020408163,0.080949058
809,53033021804,297,1190,13,0.043771044,0.314724355
810,53033022101,341,1631,16,0.046920821,0.337055129
811,53033025003,434,1875,15,0.034562212,0.226099093
812,53033022701,179,515,1,0.005586592,0.016050244
813,53033032008,353,1603,17,0.04815864,0.348918353
814,53033032208,874,2448,24,0.027459954,0.141660851
815,53033020402,318,1972,10,0.031446541,0.191207258
816,53033020401,220,1232,3,0.013636364,0.034891835
817,53033020300,374,1628,10,0.026737968,0.134682484
818,53033020200,297,1766,8,0.026936027,0.136078158
819,53033020100,168,1178,5,0.029761905,0.17166783
820,53033012100,193,1148,6,0.031088083,0.184926727
821,53033023803,199,46,4,0.020100503,0.074668528
822,53033025006,553,1687,22,0.039783002,0.280530356
823,53033025005,434,1186,13,0.029953917,0.17585485
824,53033025602,439,2074,17,0.038724374,0.272854152
825,53033029206,46,626,6,0.130434783,0.802512212
826,53033029102,228,1306,10,0.043859649,0.315422191
827,53033029101,265,894,18,0.067924528,0.498953245
828,53033030006,83,456,9,0.108433735,0.720167481
829,53033030314,263,987,31,0.117870722,0.76064201
830,53033030313,157,1020,26,0.165605096,0.893230984
831,53033031605,279,1422,18,0.064516129,0.47662247
832,53033024100,224,1843,2,0.008928571,0.020935101
833,53033022703,146,827,2,0.01369863,0.037683182
834,53033024200,113,1261,1,0.008849558,0.020237264
835,53033022203,467,1688,14,0.029978587,0.176552687
836,53033024800,285,1618,0,0,0.011863224
837,53033024902,251,1298,5,0.019920319,0.073970691
838,53033024903,354,2271,7,0.019774011,0.071179344
839,53033025102,499,2368,21,0.042084168,0.297278437
840,53033031903,445,2537,21,0.047191011,0.339148639
841,53033031904,245,1329,13,0.053061224,0.389392882
842,53033031906,334,1418,6,0.017964072,0.057920447
843,53033031301,126,959,11,0.087301587,0.616189812
844,53033031100,288,2130,54,0.1875,0.930914166
845,53033031000,485,1347,32,0.065979381,0.487090021
846,53033030902,252,1705,39,0.154761905,0.872295883
847,53033030901,213,1238,49,0.230046948,0.980460572
848,53033030802,224,1020,43,0.191964286,0.939986043
849,53033030801,64,2141,14,0.21875,0.970690858
850,53033012000,292,1517,8,0.02739726,0.140265178
851,53033011900,372,2516,16,0.043010753,0.306350314
852,53033010900,186,503,2,0.010752688,0.023726448
853,53033010800,391,1661,7,0.017902813,0.05722261
854,53033010600,763,2718,21,0.027522936,0.143056525
855,53033010500,491,1992,7,0.014256619,0.039776692
856,53033010300,389,1821,11,0.028277635,0.156315422
857,53033031604,611,1775,32,0.052373159,0.383810188
858,53033032011,475,1462,20,0.042105263,0.297976274
859,53033031706,495,1960,41,0.082828283,0.583391486
860,53033032215,473,1485,25,0.052854123,0.387997209
861,53033032329,464,2362,19,0.040948276,0.29030007
862,53033032328,220,1151,13,0.059090909,0.436845778
863,53033001701,297,1006,6,0.02020202,0.076064201
864,53033007401,210,268,9,0.042857143,0.305652477
865,53033032317,471,1955,23,0.048832272,0.35589672
866,53033032315,415,2136,13,0.031325301,0.189811584
867,53033032319,285,1202,16,0.056140351,0.41102582
868,53033021906,464,1188,18,0.038793103,0.274249826
869,53033021905,418,1717,13,0.031100478,0.185624564
870,53033032307,396,2384,11,0.027777778,0.150034892
871,53033032311,411,2086,15,0.03649635,0.242149337
872,53033032324,353,1447,11,0.031161473,0.186322401
873,53033022801,290,1564,6,0.020689655,0.083042568
874,53033030700,212,1414,37,0.174528302,0.907885555
875,53033030600,317,1838,46,0.14511041,0.847173761
876,53033030504,208,1495,23,0.110576923,0.726448011
877,53033030503,263,1526,27,0.102661597,0.690858339
878,53033030501,33,380,5,0.151515152,0.864619679
879,53033030404,290,1632,20,0.068965517,0.507327285
880,53033010200,275,1899,3,0.010909091,0.025122121
881,53033010100,397,2232,6,0.01511335,0.043265876
882,53033009900,711,1675,18,0.025316456,0.121423587
883,53033009800,518,2470,16,0.030888031,0.180739707
884,53033009702,394,2184,9,0.02284264,0.099092812
885,53033009701,457,1959,17,0.037199125,0.252616888
886,53033009600,419,1955,13,0.031026253,0.182833217
887,53033010401,215,1458,3,0.013953488,0.039078856
888,53033010701,307,1087,7,0.022801303,0.098394976
889,53033011001,103,1261,2,0.019417476,0.069783671
890,53033025301,261,1488,17,0.0651341,0.481507327
891,53033025601,205,1539,4,0.019512195,0.070481507
892,53033025805,285,1083,28,0.098245614,0.666434054
893,53033022803,120,849,4,0.033333333,0.210048849
894,53033023202,243,761,6,0.024691358,0.117934403
895,53033031205,462,1882,36,0.077922078,0.555478018
896,53033031502,545,1651,72,0.132110092,0.808792742
897,53033022005,275,1435,8,0.029090909,0.165387299
898,53033021802,345,1764,16,0.046376812,0.332170272
899,53033021904,362,1400,8,0.022099448,0.092812282
900,53033030403,276,1717,30,0.108695652,0.721563154
901,53033030401,565,2861,31,0.054867257,0.40474529
902,53033030312,203,1430,24,0.118226601,0.761339846
903,53033030311,273,1550,36,0.131868132,0.808094906
904,53033030310,304,1331,23,0.075657895,0.544312631
905,53033009500,405,2358,14,0.034567901,0.22679693
906,53033009400,544,2057,7,0.012867647,0.032798325
907,53033009300,191,414,3,0.015706806,0.044661549
908,53033009200,63,10,0,0,0.011863224
909,53033009100,12,195,0,0,0.011863224
910,53033009000,182,686,4,0.021978022,0.090718772
911,53033008900,383,1684,3,0.007832898,0.019539428
912,53033008800,247,1332,5,0.020242915,0.076762038
913,53033029205,354,1164,43,0.121468927,0.77320307
914,53033030005,203,1636,30,0.147783251,0.855547802
915,53033031705,334,1413,23,0.068862275,0.505931612
916,53033032010,679,1958,29,0.042709867,0.304256804
917,53033032213,378,1383,20,0.052910053,0.388695045
918,53033032214,582,1894,29,0.049828179,0.364968597
919,53033022300,259,1077,7,0.027027027,0.136775994
920,53033022400,589,2736,11,0.018675722,0.06350314
921,53033022901,121,1022,5,0.041322314,0.293789253
922,53033022606,422,1804,10,0.023696682,0.106071179
923,53033022702,231,1177,8,0.034632035,0.228192603
924,53033023000,307,1886,10,0.03257329,0.198883461
925,53033030309,241,1763,29,0.12033195,0.768318214
926,53033030308,246,1775,20,0.081300813,0.575017446
927,53033030306,384,1907,43,0.111979167,0.732728542
928,53033030305,400,1951,47,0.1175,0.757850663
929,53033008700,324,1210,9,0.027777778,0.150034892
930,53033011800,335,2040,10,0.029850746,0.173063503
931,53033011700,250,1653,7,0.028,0.154221912
932,53033011600,525,2876,9,0.017142857,0.054431263
933,53033011500,393,1691,7,0.017811705,0.056524773
934,53033011300,430,1738,12,0.027906977,0.153524075
935,53033011200,200,1189,12,0.06,0.442428472
936,53033011102,194,1190,5,0.025773196,0.123517097
937,53033032212,590,2347,15,0.025423729,0.122121424
938,53033023100,203,1411,5,0.024630542,0.11653873
939,53033023603,206,1372,9,0.04368932,0.312630844
940,53033023300,309,2132,7,0.022653722,0.097697139
941,53033023401,150,1093,8,0.053333333,0.392184229
942,53033023500,186,1350,7,0.037634409,0.257501745
943,53033030304,200,998,25,0.125,0.781577111
944,53033030202,338,1939,54,0.159763314,0.882065597
945,53033030201,323,1778,51,0.157894737,0.87927425
946,53033030100,433,3066,29,0.066974596,0.495464061
947,53033030004,266,1337,35,0.131578947,0.806001396
948,53033030003,429,1926,44,0.102564103,0.690160502
949,53033011101,188,1179,1,0.005319149,0.014654571
950,53033008600,146,649,2,0.01369863,0.037683182
951,53033008500,26,178,1,0.038461538,0.268667132
952,53033008400,153,103,1,0.006535948,0.017445918
953,53033008300,151,47,3,0.01986755,0.072575017
954,53033008200,75,85,6,0.08,0.570830426
955,53033008100,175,66,6,0.034285714,0.220516399
956,53033008002,103,82,2,0.019417476,0.069783671
957,53033008001,539,313,11,0.020408163,0.080949058
958,53033007900,315,1075,5,0.015873016,0.045359386
959,53033007800,363,2097,8,0.022038567,0.091416609
