,GEOID10,n_loans,n_homes,n_hcl,per_hcl,rank_hcl
960,53033007700,471,1730,13,0.027600849,0.146545708
961,53033023601,209,972,7,0.033492823,0.211444522
962,53033024601,246,1665,5,0.020325203,0.079553385
963,53033023604,223,1557,11,0.049327354,0.360781577
964,53033023700,270,1207,9,0.033333333,0.210048849
965,53033029902,460,1562,27,0.058695652,0.431263084
966,53033029901,248,1637,37,0.149193548,0.860432659
967,53033029802,597,3016,49,0.082077052,0.581297976
968,53033029801,264,1745,22,0.083333333,0.589672017
969,53033029700,418,1973,39,0.093301435,0.646894627
970,53033029602,536,1772,30,0.055970149,0.410327983
971,53033029601,360,1769,27,0.075,0.540125611
972,53033029504,231,1020,25,0.108225108,0.717376134
973,53033007600,239,847,5,0.020920502,0.084438241
974,53033007500,364,1219,4,0.010989011,0.025819958
975,53033007300,237,44,3,0.012658228,0.030006978
976,53033007200,523,71,12,0.022944551,0.100488486
977,53033007100,181,119,3,0.016574586,0.05094208
978,53033007000,353,615,10,0.028328612,0.157711096
979,53033006900,386,1508,12,0.031088083,0.184926727
980,53033006800,171,929,4,0.023391813,0.103977669
981,53033006700,487,1026,7,0.014373717,0.041172366
982,53033006600,169,688,3,0.017751479,0.055826936
983,53033006500,349,1230,10,0.028653295,0.160502442
984,53033023801,161,765,3,0.01863354,0.062805304
985,53033024000,446,2457,7,0.015695067,0.043963712
986,53033024701,157,1187,2,0.012738854,0.031402652
987,53033024901,209,1724,3,0.014354067,0.040474529
988,53033024702,563,2520,20,0.035523979,0.23726448
989,53033021700,581,2160,13,0.022375215,0.096999302
990,53033022001,325,1468,6,0.018461538,0.06140963
991,53033029503,294,778,29,0.098639456,0.670621075
992,53033029502,457,2121,27,0.059080963,0.436147941
993,53033029408,158,978,19,0.120253165,0.767620377
994,53033029407,208,982,16,0.076923077,0.550593161
995,53033029406,255,1577,27,0.105882353,0.706210747
996,53033029405,299,1785,20,0.066889632,0.494068388
997,53033006400,175,1199,5,0.028571429,0.159804606
998,53033006300,251,1657,4,0.015936255,0.046057223
999,53033006200,251,1444,6,0.023904382,0.108862526
1000,53033006100,366,1615,13,0.035519126,0.236566643
1001,53033006000,386,1700,12,0.031088083,0.184926727
1002,53033005801,395,1294,12,0.030379747,0.17794836
1003,53033005700,560,2411,13,0.023214286,0.102581996
1004,53033026002,292,1637,16,0.054794521,0.404047453
1005,53033025804,230,1292,12,0.052173913,0.382414515
1006,53033031909,164,971,6,0.036585366,0.24354501
1007,53033031908,240,917,20,0.083333333,0.589672017
1008,53033022102,417,1980,16,0.038369305,0.266573622
1009,53033022500,724,1960,14,0.019337017,0.068387997
1010,53033029403,226,1513,14,0.061946903,0.454291696
1011,53033029307,218,1378,11,0.050458716,0.370551291
1012,53033029306,236,1110,11,0.046610169,0.334961619
1013,53033028902,189,1337,16,0.084656085,0.596650384
1014,53033028901,211,995,19,0.090047393,0.628053036
1015,53033028802,153,1450,12,0.078431373,0.561060712
1016,53033028801,114,577,16,0.140350877,0.833914864
1017,53033005600,544,2701,26,0.047794118,0.346824843
1018,53033005400,345,1675,7,0.020289855,0.077459874
1019,53033005301,8,184,0,0,0.011863224
1020,53033005200,187,1015,6,0.032085561,0.194696441
1021,53033005100,173,1471,2,0.011560694,0.027913468
1022,53033005000,225,884,3,0.013333333,0.033496162
1023,53033004900,478,1571,12,0.025104603,0.12072575
1024,53033004800,413,1960,7,0.016949153,0.053733426
1025,53033004700,629,1175,7,0.011128776,0.026517795
1026,53033022603,447,1647,10,0.022371365,0.096301465
1027,53033022604,418,1636,11,0.026315789,0.129099791
1028,53033024300,387,1958,8,0.020671835,0.082344731
1029,53033024400,106,480,1,0.009433962,0.021632938
1030,53033024500,302,1798,10,0.033112583,0.203768318
1031,53033028700,399,1815,23,0.05764411,0.420795534
1032,53033028600,412,2244,12,0.029126214,0.166782973
1033,53033028500,216,923,14,0.064814815,0.480111654
1034,53033028403,180,1217,13,0.072222222,0.526866713
1035,53033028402,131,960,7,0.053435115,0.392882066
1036,53033028300,309,1737,17,0.055016181,0.406140963
1037,53033004600,173,1348,6,0.034682081,0.230286113
1038,53033004500,150,1008,6,0.04,0.281926029
1039,53033004400,128,1285,3,0.0234375,0.104675506
1040,53033004200,464,2875,13,0.028017241,0.154919749
1041,53033004100,370,2688,9,0.024324324,0.11235171
1042,53033004000,175,702,6,0.034285714,0.220516399
1043,53033003900,149,1064,3,0.020134228,0.075366364
1044,53033003800,117,759,4,0.034188034,0.218422889
1045,53033025701,285,1135,25,0.087719298,0.617585485
1046,53033022802,307,1549,5,0.016286645,0.048150733
1047,53033032309,235,790,3,0.012765957,0.032100488
1048,53033032325,273,1586,9,0.032967033,0.202372645
1049,53033028200,135,923,7,0.051851852,0.380321005
1050,53033028100,58,467,5,0.086206897,0.607117934
1051,53033028000,71,293,3,0.042253521,0.30076762
1052,53033027900,338,2194,7,0.020710059,0.083740405
1053,53033027800,206,1378,7,0.033980583,0.215631542
1054,53033027702,202,2789,13,0.064356436,0.47452896
1055,53033005900,444,2056,6,0.013513514,0.034193999
1056,53033005802,418,1418,12,0.028708134,0.161200279
1057,53033003600,340,1544,1,0.002941176,0.012561061
1058,53033003500,244,1351,4,0.016393443,0.049546406
1059,53033003400,237,1480,7,0.029535865,0.168876483
1060,53033003300,692,2291,17,0.024566474,0.115840893
1061,53033003200,584,2679,19,0.032534247,0.197487788
1062,53033003100,437,2540,15,0.034324943,0.221912073
1063,53033025400,246,1591,13,0.052845528,0.387299372
1064,53033025500,232,1297,11,0.047413793,0.341939986
1065,53033025702,263,1186,10,0.038022814,0.260990928
1066,53033032316,382,1902,13,0.034031414,0.216329379
1067,53033032318,594,1905,26,0.043771044,0.314724355
1068,53033031202,276,2305,17,0.061594203,0.452896022
1069,53033031204,364,2341,31,0.085164835,0.600139567
1070,53033031302,318,1673,23,0.072327044,0.528262387
1071,53033032601,156,1203,8,0.051282051,0.374738311
1072,53033027600,149,1004,6,0.040268456,0.285415213
1073,53033029305,252,1313,13,0.051587302,0.376831821
1074,53033029304,406,1582,14,0.034482759,0.225401256
1075,53033029303,448,2433,25,0.055803571,0.407536636
1076,53033029204,325,1472,20,0.061538462,0.452198186
1077,53033003000,534,2220,13,0.024344569,0.113049546
1078,53033002900,320,1667,11,0.034375,0.222609909
1079,53033002800,369,1767,7,0.01897019,0.066294487
1080,53033002700,375,2179,11,0.029333333,0.167480809
1081,53033002600,228,1689,6,0.026315789,0.129099791
1082,53033002500,209,1161,2,0.009569378,0.022330775
1083,53033002400,150,1203,1,0.006666667,0.018143754
1084,53033002200,314,2134,12,0.038216561,0.264480112
1085,53033002100,275,1529,8,0.029090909,0.165387299
1086,53033002000,246,1246,6,0.024390244,0.113747383
1087,53033031400,504,2022,36,0.071428571,0.521981856
1088,53033032007,395,1349,21,0.053164557,0.390090719
1089,53033025101,240,1725,13,0.054166667,0.400558269
1090,53033025200,498,2849,23,0.046184739,0.330774599
1091,53033022003,260,1680,3,0.011538462,0.027215632
1092,53033022201,283,1462,7,0.024734982,0.11863224
1093,53033029203,110,563,9,0.081818182,0.58060014
1094,53033029004,113,776,18,0.159292035,0.88136776
1095,53033029003,240,1364,15,0.0625,0.462665736
1096,53033029001,423,1434,27,0.063829787,0.47034194
1097,53033027500,253,1444,16,0.063241107,0.46615492
1098,53033027400,258,1665,17,0.065891473,0.486392184
1099,53033001900,251,1294,5,0.019920319,0.073970691
1100,53033001800,464,1870,5,0.010775862,0.024424285
1101,53033001600,344,1630,9,0.026162791,0.126308444
1102,53033001500,177,1073,6,0.033898305,0.214933706
1103,53033001400,362,1841,9,0.024861878,0.120027913
1104,53033001300,274,1305,4,0.01459854,0.041870202
1105,53033001200,188,1001,1,0.005319149,0.014654571
1106,53033001100,132,907,1,0.007575758,0.018841591
1107,53033001000,105,607,2,0.019047619,0.066992324
1108,53033000900,109,891,4,0.036697248,0.244242847
1109,53033022202,463,1861,12,0.025917927,0.12491277
1110,53033032323,297,1601,11,0.037037037,0.251221214
1111,53033021600,327,1591,6,0.018348624,0.060013957
1112,53033021903,298,1509,8,0.026845638,0.135380321
1113,53023970300,102,1216,12,0.117647059,0.759246336
1114,53071920000,144,1776,14,0.097222222,0.663642708
1115,53071920100,178,2090,23,0.129213483,0.798325192
1116,53071920200,246,1415,18,0.073170732,0.53175157
1117,53071920300,415,3349,31,0.074698795,0.537334264
1118,53071920500,62,970,8,0.129032258,0.797627355
1119,53071920600,227,2003,25,0.110132159,0.725750174
1120,53071920900,548,3449,32,0.058394161,0.429867411
1121,53071920702,311,1891,21,0.067524116,0.496859735
1122,53071920801,278,1622,32,0.115107914,0.746685276
1123,53071920701,140,1310,9,0.064285714,0.473831124
1124,53071920802,77,883,9,0.116883117,0.752965806
1125,53001950200,46,789,8,0.173913043,0.907187718
1126,53001950300,88,1893,11,0.125,0.781577111
1127,53001950400,161,744,24,0.149068323,0.859734822
1128,53001950500,184,1336,30,0.163043478,0.886252617
1129,53001950100,147,1062,28,0.19047619,0.935799023
1130,53029971400,302,2309,10,0.033112583,0.203768318
1131,53029971500,265,2003,19,0.071698113,0.522679693
1132,53029971600,334,1823,34,0.101796407,0.682484299
1133,53061041304,203,981,9,0.044334975,0.318213538
1134,53061041704,287,1249,8,0.027874564,0.152826239
1135,53061051927,539,1714,13,0.024118738,0.111653873
1136,53061041703,615,1908,20,0.032520325,0.196789951
1137,53053063300,536,2388,120,0.223880597,0.976971389
1138,53029971700,315,2451,31,0.098412698,0.667829728
1139,53029971000,304,2196,13,0.042763158,0.304954641
1140,53029971100,256,1841,12,0.046875,0.336357292
1141,53029971300,346,3071,8,0.023121387,0.101186322
1142,53029970100,179,1250,6,0.033519553,0.212142359
1143,53029970200,7,181,0,0,0.011863224
1144,53029970300,305,2271,16,0.052459016,0.385205862
1145,53029970400,479,2337,22,0.045929019,0.327983252
1146,53029970500,733,2331,24,0.032742156,0.200279135
1147,53029970700,187,772,5,0.026737968,0.134682484
1148,53029970800,267,1023,9,0.033707865,0.212840195
1149,53061041606,397,1247,16,0.040302267,0.28611305
1150,53061040900,207,1060,10,0.048309179,0.351011863
1151,53061041608,513,2275,19,0.037037037,0.251221214
1152,53061041601,414,2056,18,0.043478261,0.310537334
1153,53061041806,279,1720,31,0.111111111,0.728541521
1154,53061041905,149,1150,12,0.080536913,0.573621773
1155,53029970900,4,1599,0,0,0.011863224
1156,53029971800,163,1860,8,0.049079755,0.357292394
1157,53029971900,195,2314,13,0.066666667,0.492672715
1158,53029972000,204,2197,7,0.034313725,0.221214236
1159,53029972100,203,2101,12,0.0591133,0.437543615
1160,53029970601,283,1153,9,0.03180212,0.192602931
1161,53029970602,290,1095,8,0.027586207,0.145847872
1162,53027000800,207,1743,35,0.169082126,0.898115841
1163,53027000900,278,2355,76,0.273381295,0.995115143
1164,53027001000,110,988,33,0.3,0.99581298
1165,53027001100,269,1612,40,0.148698885,0.858339149
1166,53027001300,148,1478,22,0.148648649,0.857641312
1167,53027001400,111,865,28,0.252252252,0.990230286
1168,53027001500,209,1497,44,0.210526316,0.960921144
1169,53027001200,246,1709,46,0.18699187,0.930216329
1170,53027000500,342,2428,58,0.169590643,0.901605024
1171,53027000300,91,1625,16,0.175824176,0.912770412
1172,53027000600,322,1474,44,0.136645963,0.82414515
1173,53027000700,148,1916,22,0.148648649,0.857641312
1174,53027000200,911,6341,71,0.077936334,0.556175855
1175,53027001600,185,3108,21,0.113513514,0.741102582
1176,53027000400,364,2712,35,0.096153846,0.657362177
1177,53061041904,148,678,13,0.087837838,0.618981158
1178,53061041701,287,1471,14,0.048780488,0.355198883
1179,53055960500,67,3224,3,0.044776119,0.322400558
1180,53055960100,180,4555,13,0.072222222,0.526866713
1181,53055960400,134,1537,15,0.111940299,0.732030705
1182,53055960300,192,3841,11,0.057291667,0.41730635
1183,53059950200,230,1991,19,0.082608696,0.58269365
1184,53059950100,7,429,0,0,0.011863224
1185,53059950300,120,860,9,0.075,0.540125611
1186,53059950400,63,1088,3,0.047619048,0.344731333
1187,53059950500,106,1100,11,0.103773585,0.697836706
1188,53061041811,673,1513,23,0.034175334,0.217725052
1189,53061052706,493,2016,43,0.087221095,0.615491975
1190,53061052707,538,1365,41,0.076208178,0.547103978
1191,53061051804,469,1437,18,0.038379531,0.267271458
1192,53061051803,285,961,13,0.045614035,0.325889742
1193,53061041812,535,1011,25,0.046728972,0.335659456
1194,53061053602,504,2690,65,0.128968254,0.796231682
1195,53061040700,215,948,19,0.088372093,0.621074669
1196,53061041903,247,1305,33,0.133603239,0.812281926
1197,53061052206,362,1651,14,0.038674033,0.272156315
1198,53061041301,399,1654,11,0.027568922,0.144452198
1199,53061053505,569,2041,42,0.073813708,0.534542917
1200,53061053700,222,1532,39,0.175675676,0.912072575
1201,53061042001,340,1876,10,0.029411765,0.168178646
1202,53061042003,223,1251,11,0.049327354,0.360781577
1203,53061050200,287,1644,8,0.027874564,0.152826239
1204,53061050500,484,1877,10,0.020661157,0.081646895
1205,53061050600,95,457,7,0.073684211,0.53384508
1206,53061050700,297,1773,12,0.04040404,0.287508723
1207,53061051000,243,1002,9,0.037037037,0.251221214
1208,53061041400,417,1994,38,0.091127098,0.632240056
1209,53061041607,245,1305,7,0.028571429,0.159804606
1210,53061041000,324,1875,30,0.092592593,0.641311933
1211,53061051913,274,1566,5,0.018248175,0.05931612
1212,53061051100,260,1383,17,0.065384615,0.483600837
1213,53061051300,386,2046,17,0.044041451,0.316120028
1214,53061051400,277,1313,15,0.054151625,0.399860433
1215,53061051500,232,1589,11,0.047413793,0.341939986
1216,53061051701,232,1347,14,0.060344828,0.444521982
1217,53061051601,241,1367,15,0.062240664,0.457780879
1218,53061052603,388,799,12,0.030927835,0.181437544
1219,53061052203,948,1774,36,0.037974684,0.260293091
1220,53061051905,362,2658,12,0.033149171,0.205163992
1221,53061051916,403,1283,20,0.049627792,0.362177251
1222,53061052007,363,1664,14,0.038567493,0.270760642
1223,53061051917,256,1597,7,0.02734375,0.139567341
1224,53061052005,627,1699,17,0.027113238,0.137473831
1225,53061050300,349,2137,16,0.045845272,0.327285415
1226,53061050401,435,2549,12,0.027586207,0.145847872
1227,53061050402,356,1770,13,0.036516854,0.242847174
1228,53061050800,459,2242,10,0.021786492,0.088625262
1229,53061051914,246,1597,5,0.020325203,0.079553385
1230,53061052604,694,1540,62,0.089337176,0.624563852
1231,53061052607,647,2111,35,0.054095827,0.398464759
1232,53061052903,186,1263,36,0.193548387,0.943475227
1233,53061053302,576,2219,33,0.057291667,0.41730635
1234,53061053301,647,2149,73,0.112828439,0.736217725
1235,53061053201,253,1611,15,0.059288538,0.438939288
1236,53061050900,150,967,8,0.053333333,0.392184229
1237,53061042004,282,1576,6,0.021276596,0.085833915
1238,53061051702,211,1340,4,0.018957346,0.06559665
1239,53061051915,643,2541,23,0.035769829,0.237962317
1240,53061051802,349,1542,6,0.017191977,0.0551291
1241,53061052004,381,1930,14,0.036745407,0.245638521
1242,53061051200,242,1434,4,0.016528926,0.050244243
1243,53061042005,323,1869,14,0.043343653,0.308443824
1244,53061052006,290,1530,15,0.051724138,0.379623168
1245,53061040200,204,1487,29,0.142156863,0.836706211
1246,53061040100,224,1587,9,0.040178571,0.284717376
1247,53061040300,215,1188,17,0.079069767,0.565247732
1248,53061040800,155,656,9,0.058064516,0.427076064
1249,53061040400,205,1426,19,0.092682927,0.64200977
1250,53061041202,327,1672,44,0.134556575,0.818562456
1251,53061041201,177,1228,15,0.084745763,0.597348221
1252,53061041100,301,1756,23,0.07641196,0.547801814
1253,53061041500,289,557,8,0.027681661,0.147243545
1254,53061041805,318,1568,32,0.100628931,0.678297278
1255,53061051602,165,1470,8,0.048484848,0.352407537
1256,53061042006,259,616,14,0.054054054,0.397069086
1257,53061052606,288,1796,14,0.048611111,0.35380321
1258,53061052605,532,1915,34,0.063909774,0.471039777
1259,53061051912,116,883,6,0.051724138,0.379623168
1260,53061052401,263,1491,17,0.064638783,0.478018144
1261,53061052107,697,1656,26,0.037302726,0.253314724
1262,53061052108,360,2246,16,0.044444444,0.319609211
1263,53061052904,296,1892,34,0.114864865,0.744591766
1264,53025010100,119,2224,7,0.058823529,0.433356595
1265,53025010300,148,1992,19,0.128378378,0.794836008
1266,53025010400,513,2810,66,0.128654971,0.795533845
1267,53025011200,290,1975,34,0.117241379,0.755757153
1268,53025010700,53,1444,2,0.037735849,0.258199581
1269,53025010200,137,1174,14,0.102189781,0.685973482
1270,53025010800,113,1265,29,0.256637168,0.99162596
1271,53025011000,1032,3985,134,0.129844961,0.799720865
1272,53025011100,528,2707,77,0.145833333,0.849965108
1273,53025010500,102,1670,5,0.049019608,0.356594557
1274,53025010600,408,1956,63,0.154411765,0.870900209
1275,53025011300,99,1214,20,0.202020202,0.951151431
1276,53025010902,571,3504,94,0.164623468,0.891137474
1277,53025010901,55,485,6,0.109090909,0.722260991
1278,53025011402,155,3295,32,0.206451613,0.957431961
1279,53025011401,26,761,4,0.153846154,0.870202373
1280,53061041605,355,1783,17,0.047887324,0.34752268
1281,53061052207,372,2047,13,0.034946237,0.232379623
1282,53061052204,400,1625,41,0.1025,0.688764829
1283,53061053802,613,2049,102,0.16639478,0.894626657
1284,53061041901,229,1543,12,0.052401747,0.384508025
1285,53061052104,373,1490,28,0.075067024,0.540823447
1286,53061052105,117,664,7,0.05982906,0.441730635
1287,53061052301,380,1827,17,0.044736842,0.321004885
1288,53061052302,272,1375,5,0.018382353,0.060711793
1289,53061052504,193,968,12,0.062176166,0.457083043
1290,53061052503,982,2645,88,0.089613035,0.626657362
1291,53061052705,929,2671,92,0.099031216,0.672016748
1292,53061052502,405,1778,11,0.027160494,0.138171668
1293,53061053102,281,1870,20,0.071174377,0.518492673
1294,53061053101,216,1336,18,0.083333333,0.589672017
1295,53061053202,349,1935,22,0.063037249,0.46406141
1296,53061053400,324,2139,21,0.064814815,0.480111654
1297,53061053504,389,1922,51,0.131105398,0.804605722
1298,53061052701,116,583,11,0.094827586,0.653175157
1299,53061052806,582,2513,91,0.156357388,0.87718074
1300,53061052803,599,2135,107,0.178631052,0.917655269
1301,53061052804,488,2522,70,0.143442623,0.839497558
1302,53061940001,266,2501,34,0.127819549,0.791346825
1303,53061940002,117,1609,12,0.102564103,0.690160502
1304,53061053506,337,2223,37,0.109792285,0.722958828
1305,53061053801,212,2040,20,0.094339623,0.651779484
1306,53061053803,573,2185,97,0.169284468,0.900907188
1307,53061050102,332,1201,19,0.057228916,0.41521284
1308,53061050101,173,965,6,0.034682081,0.230286113
1309,53061051918,589,1767,13,0.022071307,0.092114445
1310,53061052112,213,955,11,0.051643192,0.378227495
1311,53061052113,215,1121,12,0.055813953,0.408234473
1312,53061052402,225,1345,10,0.044444444,0.319609211
1313,53061052805,283,1642,38,0.134275618,0.817166783
1314,53061041808,156,1070,20,0.128205128,0.793440335
1315,53063002100,211,1002,29,0.137440758,0.82833217
1316,53063002300,306,2030,30,0.098039216,0.665038381
1317,53063002400,36,397,8,0.222222222,0.974180042
1318,53063002500,127,1703,22,0.173228346,0.905094208
1319,53063002600,350,1786,60,0.171428571,0.903698535
1320,53063002900,283,1291,37,0.130742049,0.803907886
1321,53063003000,202,968,35,0.173267327,0.905792045
1322,53063003100,300,1767,22,0.073333333,0.532449407
1323,53063003200,68,390,6,0.088235294,0.620376832
1324,53063003500,45,61,1,0.022222222,0.094905792
1325,53063003600,127,756,5,0.039370079,0.277041172
1326,53063004000,215,1564,9,0.041860465,0.2965806
1327,53063004100,119,832,6,0.050420168,0.369853454
1328,53063004200,336,2053,8,0.023809524,0.107466853
1329,53063004300,197,1367,6,0.030456853,0.178646197
1330,53063004400,297,1782,14,0.047138047,0.338450803
1331,53063004500,259,1532,13,0.05019305,0.367062107
1332,53063004601,172,1490,9,0.052325581,0.383112352
1333,53063004700,395,2181,31,0.078481013,0.561758548
1334,53069950100,212,2010,22,0.103773585,0.697836706
1335,53063011000,235,1360,26,0.110638298,0.727145848
1336,53063011102,110,813,10,0.090909091,0.631542219
1337,53063012901,191,1047,23,0.120418848,0.769713887
1338,53063012902,470,2406,33,0.070212766,0.514305652
1339,53063014200,107,1357,9,0.08411215,0.593859037
1340,53063013300,190,1170,7,0.036842105,0.247034194
1341,53063010304,248,2192,25,0.100806452,0.678995115
1342,53063010305,601,2157,20,0.03327787,0.207257502
1343,53063011702,148,1204,15,0.101351351,0.680390789
1344,53063010401,404,1505,32,0.079207921,0.566643405
1345,53063010402,294,2730,17,0.057823129,0.422889044
1346,53063011701,117,816,16,0.136752137,0.825540823
1347,53063014400,355,1850,58,0.163380282,0.886950454
1348,53063014500,97,581,18,0.18556701,0.928820656
1349,53063010503,585,2574,21,0.035897436,0.240055827
1350,53063004602,291,1206,22,0.075601375,0.543614794
1351,53063010202,409,2500,17,0.041564792,0.295882763
1352,53063010301,425,1562,37,0.087058824,0.612700628
1353,53063010504,189,1383,12,0.063492063,0.468946267
1354,53063010303,151,1171,6,0.039735099,0.279832519
1355,53063004800,237,1232,5,0.021097046,0.085136078
1356,53063013201,423,2892,28,0.066193853,0.487787858
1357,53063013202,966,3400,41,0.042443064,0.30286113
1358,53063013500,954,3171,44,0.046121593,0.330076762
1359,53063003900,98,1051,6,0.06122449,0.450104676
1360,53063013900,362,2126,30,0.082872928,0.58478716
1361,53063014002,228,1237,23,0.100877193,0.679692952
1362,53063014100,657,2348,36,0.054794521,0.404047453
1363,53063014001,140,1397,13,0.092857143,0.643405443
1364,53063010100,372,2759,18,0.048387097,0.3517097
1365,53063014300,159,1341,26,0.163522013,0.888346127
1366,53063004900,275,2114,10,0.036363636,0.2414515
1367,53063000900,473,2380,80,0.169133192,0.899511514
1368,53063001000,464,2456,52,0.112068966,0.734124215
1369,53063003800,120,622,10,0.083333333,0.589672017
1370,53063010602,603,2701,27,0.044776119,0.322400558
1371,53063011101,182,893,18,0.098901099,0.671318911
1372,53063010700,853,2383,19,0.022274326,0.095603629
1373,53063011201,202,1896,16,0.079207921,0.566643405
1374,53063011202,187,1685,20,0.106951872,0.711095604
1375,53063011300,655,2338,23,0.035114504,0.235868807
1376,53063011400,434,2082,37,0.085253456,0.600837404
1377,53063011500,108,630,22,0.203703704,0.954640614
1378,53063012200,185,1024,33,0.178378378,0.916957432
1379,53063012300,457,2236,45,0.098468271,0.668527565
1380,53063012402,463,2097,23,0.049676026,0.363572924
1381,53063012401,294,1522,11,0.037414966,0.254710398
1382,53063013000,778,2026,30,0.038560411,0.270062805
1383,53063013100,1150,4028,81,0.070434783,0.515003489
1384,53063013401,447,1840,16,0.035794183,0.238660154
1385,53063010201,191,1627,19,0.09947644,0.674110258
1386,53063005000,123,885,2,0.016260163,0.047452896
1387,53063013600,289,1618,18,0.062283737,0.459176553
1388,53063013700,246,840,5,0.020325203,0.079553385
1389,53063010800,68,628,3,0.044117647,0.317515701
1390,53063010900,228,1450,11,0.048245614,0.350314027
1391,53063012000,272,1471,28,0.102941176,0.692951849
1392,53063012100,198,1129,35,0.176767677,0.915561759
1393,53063012500,134,947,20,0.149253731,0.861130495
1394,53063012802,199,1229,19,0.095477387,0.65457083
1395,53063010501,485,2529,18,0.037113402,0.251919051
1396,53063011600,121,749,13,0.107438017,0.712491277
1397,53063011800,189,944,25,0.132275132,0.809490579
1398,53063011900,210,1334,30,0.142857143,0.838799721
1399,53063012600,222,1394,42,0.189189189,0.93440335
1400,53063012701,190,1241,11,0.057894737,0.424982554
1401,53013960200,192,2039,15,0.078125,0.557571528
1402,53047970800,104,1910,12,0.115384615,0.748080949
1403,53047970500,54,1400,2,0.037037037,0.251221214
1404,53047970900,107,2385,7,0.065420561,0.484298674
1405,53047971000,170,2494,12,0.070588235,0.515701326
1406,53047970700,126,1947,23,0.182539683,0.921842289
1407,53047970600,320,2380,47,0.146875,0.853454292
1408,53047970300,199,4845,28,0.140703518,0.835310537
1409,53047970400,105,1574,8,0.076190476,0.546406141
1410,53047940100,41,1167,7,0.170731707,0.903000698
1411,53047940200,12,1207,3,0.25,0.989532449
1412,53063012702,127,824,13,0.102362205,0.686671319
1413,53063012801,229,1469,31,0.135371179,0.821353803
1414,53063000200,348,1622,82,0.235632184,0.982554082
1415,53063000300,496,2213,122,0.245967742,0.988136776
1416,53063000400,331,1435,61,0.18429003,0.926029309
1417,53063000500,315,1473,37,0.117460317,0.757152826
1418,53063000600,301,1300,42,0.139534884,0.831821354
1419,53063000700,548,2241,96,0.175182482,0.910676902
1420,53063000800,379,1826,19,0.050131926,0.366364271
1421,53063010601,262,1373,13,0.049618321,0.361479414
1422,53063001100,277,1431,35,0.126353791,0.785066294
1423,53063001200,212,986,18,0.08490566,0.599441731
1424,53063001300,283,1383,41,0.144876325,0.845778088
1425,53063001400,563,2761,121,0.214920071,0.966503838
1426,53063001500,542,2244,114,0.210332103,0.960223308
1427,53063001600,227,1229,40,0.176211454,0.913468248
1428,53063001800,132,881,29,0.21969697,0.972086532
1429,53063001900,261,1543,38,0.14559387,0.849267271
1430,53063002000,277,1695,42,0.151624549,0.865317516
