"County Name","County","Cumulative Smoke Score (2016-2022)"
"Kittitas","53037975300","4008.6"
"Kittitas","53037975401","3959.4"
"Kittitas","53037975402","3922.5"
"Kittitas","53037975500","3923"
"Kittitas","53037975600","3917.6"
"Kittitas","53037975700","3940.2"
"Klickitat","53039950100","3925.9"
"Klickitat","53039950200","5179"
"Klickitat","53039950300","4276.6"
"Lewis","53041970100","1587.1"
"Lewis","53041970200","1650.7"
"Lewis","53041970300","1669"
"Lewis","53041970400","1650.7"
"Lewis","53041970500","1650.7"
"Lewis","53041970600","1650.7"
"Lewis","53041970700","1650.7"
"Lewis","53041970800","1650.7"
"Lewis","53041970900","1650.7"
"Lewis","53041971000","1650.7"
"Lewis","53041971100","1650.7"
"Lewis","53041971200","1733.7"
"Lewis","53041971300","1730.1"
"Lewis","53041971400","1591"
"Lewis","53041971500","1562.3"
"Lewis","53041971600","1666.3"
"Lewis","53041971700","1728.7"
"Lewis","53041971800","1425.6"
"Lewis","53041971900","1547.7"
"Lewis","53041972000","2186.3"
"Lincoln","53043960100","3619.5"
"Lincoln","53043960200","3655"
"Lincoln","53043960300","3604.1"
"Lincoln","53043960400","3273.7"
"Mason","53045940000","1698.9"
"Mason","53045960100","1656.2"
"Mason","53045960200","1698.9"
"Mason","53045960300","1728.4"
"Mason","53045960400","1476.2"
"Mason","53045960500","1776.2"
"Mason","53045960600","1737.5"
"Mason","53045960700","1737.5"
"Mason","53045960800","1776.2"
"Mason","53045960900","1737.5"
"Mason","53045961000","1777"
"Mason","53045961100","1792.1"
"Mason","53045961200","1776.2"
"Mason","53045961300","1757.4"
"Okanogan","53047940100","5448.2"
"Okanogan","53047940200","5429.2"
"Okanogan","53047970300","5191.4"
"Okanogan","53047970400","5344.9"
"Okanogan","53047970500","5553.5"
"Okanogan","53047970600","5478.7"
"Okanogan","53047970700","5369.2"
"Okanogan","53047970800","4948.8"
"Okanogan","53047970900","5473.7"
"Okanogan","53047971000","5587.8"
"Pacific","53049950200","1147.9"
"Pacific","53049950300","1164.1"
"Pacific","53049950400","1115.6"
"Pacific","53049950500","1150.6"
"Pacific","53049950600","1150.6"
"Pacific","53049950700","1199.4"
"Pacific","53049950800","1196.9"
"Pacific","53049990100","1195.1"
"Pend Oreille","53051970100","5013.4"
"Pend Oreille","53051970200","4758.6"
"Pend Oreille","53051970300","5027.8"
"Pend Oreille","53051970400","4998.8"
"Pend Oreille","53051970500","4978.6"
"Pierce","53053060200","1530.2"
"Pierce","53053060300","1656.1"
"Pierce","53053060400","1658.9"
"Pierce","53053060500","1645.2"
"Pierce","53053060600","1663.6"
"Pierce","53053060700","1677.3"
"Pierce","53053060800","1658.9"
"Pierce","53053060903","1656.1"
"Pierce","53053060904","1656.1"
"Pierce","53053060905","1656.1"
"Pierce","53053060906","1656.1"
"Pierce","53053061001","1656.1"
"Pierce","53053061002","1656.1"
"Pierce","53053061100","1677.3"
"Pierce","53053061200","1677.3"
"Pierce","53053061300","1663.6"
"Pierce","53053061400","1663.6"
"Pierce","53053061500","1663.6"
"Pierce","53053061601","1663.6"
"Pierce","53053061602","1663.6"
"Pierce","53053061700","1663.6"
"Pierce","53053061800","1663.6"
"Pierce","53053061900","1663.6"
"Pierce","53053062000","1663.6"
"Pierce","53053062300","1663.6"
"Pierce","53053062400","1663.6"
"Pierce","53053062500","1663.6"
"Pierce","53053062600","1677.3"
"Pierce","53053062801","1677.3"
"Pierce","53053062802","1653.6"
"Pierce","53053062900","1653.6"
"Pierce","53053063000","1632.9"
"Pierce","53053063100","1632.9"
"Pierce","53053063200","1632.9"
"Pierce","53053063300","1632.9"
"Pierce","53053063400","1632.9"
"Pierce","53053063501","1632.9"
"Pierce","53053063502","1632.9"
"Pierce","53053070100","1676.5"
"Pierce","53053070203","1928.5"
"Pierce","53053070204","1801.4"
"Pierce","53053070205","1801.4"
"Pierce","53053070206","1801.4"
"Pierce","53053070207","1801.4"
"Pierce","53053070307","1801.4"
"Pierce","53053070308","1928.5"
"Pierce","53053070309","1929.7"
"Pierce","53053070310","1928.5"
"Pierce","53053070311","1801.4"
"Pierce","53053070312","1928.5"
"Pierce","53053070313","1924.6"
"Pierce","53053070314","1924.6"
"Pierce","53053070315","1925.8"
"Pierce","53053070316","1712.4"
"Pierce","53053070401","1928.5"
"Pierce","53053070403","1897.6"
"Pierce","53053070404","1921.3"
"Pierce","53053070703","1530.2"
"Pierce","53053071100","1632.9"
"Pierce","53053071205","1904.4"
"Pierce","53053071206","1893.6"
"Pierce","53053071207","1897.6"
"Pierce","53053071208","1897.6"
"Pierce","53053071209","1928.5"
"Pierce","53053071210","1928.5"
"Pierce","53053071304","1901.5"
"Pierce","53053071305","1632.9"
"Pierce","53053071306","1888.6"
"Pierce","53053071307","1896.7"
"Pierce","53053071309","1901.5"
"Pierce","53053071310","1901.5"
"Pierce","53053071403","1632.9"
"Pierce","53053071406","1901.5"
"Pierce","53053071407","1901.5"
"Pierce","53053071408","1632.9"
"Pierce","53053071409","1644.9"
"Pierce","53053071410","1901.5"
"Pierce","53053071411","1901.5"
"Pierce","53053071503","1632.9"
"Pierce","53053071504","1632.9"
"Pierce","53053071505","1632.9"
"Pierce","53053071506","1632.9"
"Pierce","53053071601","1632.9"
"Pierce","53053071602","1632.9"
"Pierce","53053071703","1632.9"
"Pierce","53053071704","1632.9"
"Pierce","53053071705","1632.9"
"Pierce","53053071706","1649.1"
"Pierce","53053071707","1632.9"
"Pierce","53053071803","1653.6"
"Pierce","53053071805","1649.1"
"Pierce","53053071806","1649.1"
"Pierce","53053071807","1649.1"
"Pierce","53053071808","1649.1"
"Pierce","53053071901","1649.1"
"Pierce","53053071902","1649.1"
"Pierce","53053072000","1649.1"
"Pierce","53053072105","1652.7"
"Pierce","53053072106","1653.6"
"Pierce","53053072107","1648.2"
"Pierce","53053072108","1649.1"
"Pierce","53053072109","1645.9"
"Pierce","53053072111","1671.9"
"Pierce","53053072112","1667.4"
"Pierce","53053072305","1677.3"
"Pierce","53053072307","1656.1"
"Pierce","53053072308","1656.1"
"Pierce","53053072309","1656.1"
"Pierce","53053072310","1656.1"
"Pierce","53053072311","1656.1"
"Pierce","53053072312","1677.3"
"Pierce","53053072313","1677.3"
"Pierce","53053072405","1640"
"Pierce","53053072406","1652.8"
"Pierce","53053072407","1652.8"
"Pierce","53053072408","1652.8"
"Pierce","53053072409","1652.8"
"Pierce","53053072410","1640"
"Pierce","53053072503","1650.7"
"Pierce","53053072504","1652.8"
"Pierce","53053072505","1650.7"
"Pierce","53053072506","1523.3"
"Pierce","53053072507","1652.8"
"Pierce","53053072601","1478.4"
"Pierce","53053072602","1640"
"Pierce","53053072603","1670.6"
"Pierce","53053072800","1523.8"
"Pierce","53053072901","1649.1"
"Pierce","53053072903","1667.4"
"Pierce","53053072905","1664.5"
"Pierce","53053072906","1672.6"
"Pierce","53053072907","1668.3"
"Pierce","53053073001","1924.5"
"Pierce","53053073005","1973.2"
"Pierce","53053073006","1947.7"
"Pierce","53053073108","1901.5"
"Pierce","53053073110","1897.6"
"Pierce","53053073111","1897.5"
"Pierce","53053073113","1901.5"
"Pierce","53053073114","1901.5"
"Pierce","53053073115","1901.5"
"Pierce","53053073116","1973.2"
"Pierce","53053073117","1977.3"
"Pierce","53053073118","1969.3"
"Pierce","53053073119","1874.2"
"Pierce","53053073120","1901.5"
"Pierce","53053073121","1901.5"
"Pierce","53053073122","1901.5"
"Pierce","53053073123","1897.6"
"Pierce","53053073124","1901.5"
"Pierce","53053073125","1901.5"
"Pierce","53053073126","1901.5"
"Pierce","53053073200","1855.9"
"Pierce","53053073301","1924.6"
"Pierce","53053073302","1924.6"
"Pierce","53053073404","1900.8"
"Pierce","53053073405","1924.6"
"Pierce","53053073406","1924.6"
"Pierce","53053073407","1807.6"
"Pierce","53053073408","1826.5"
"Pierce","53053073500","1707.2"
"Pierce","53053940001","1514.8"
"Pierce","53053940002","1530.2"
"Pierce","53053940003","1530.2"
"Pierce","53053940004","1634.3"
"Pierce","53053940005","1530.2"
"Pierce","53053940006","1657.4"
"Pierce","53053940007","1530.2"
"Pierce","53053940008","1530.2"
"Pierce","53053940009","1614.9"
"Pierce","53053940010","1807.6"
"Pierce","53053940011","1530.2"
"San Juan","53055960100","1389.5"
"San Juan","53055960300","1361.7"
"San Juan","53055960400","1258.8"
"San Juan","53055960500","1267.3"
"San Juan","53055990100","1244.6"
"Skagit","53057940200","1397.8"
"Skagit","53057940300","1397.8"
"Skagit","53057940400","1397.8"
"Skagit","53057940500","1397.8"
"Skagit","53057940600","1400.6"
"Skagit","53057940700","1400.6"
"Skagit","53057940800","1392.8"
"Skagit","53057950100","1400.6"
"Skagit","53057950800","1404.9"
"Skagit","53057950900","1254.8"
"Skagit","53057951000","1240.2"
"Skagit","53057951100","2744.6"
"Skagit","53057951200","1203"
"Skagit","53057951300","1258.7"
"Skagit","53057951400","1258.8"
"Skagit","53057951500","1258.8"
"Skagit","53057951600","1258.7"
"Skagit","53057951700","1244.2"
"Skagit","53057951800","1244.2"
"Skagit","53057951900","1274.6"
"Skagit","53057952100","1250.6"
"Skagit","53057952200","1244.2"
"Skagit","53057952301","1244.2"
"Skagit","53057952302","1244.2"
"Skagit","53057952401","978.2"
"Skagit","53057952402","978.2"
"Skagit","53057952500","1274.6"
"Skagit","53057952600","1008.6"
"Skagit","53057952700","978.2"
"Skagit","53057990100","1392.9"
"Skamania","53059950100","2662.2"
"Skamania","53059950200","2578.5"
"Skamania","53059950300","4229"
"Skamania","53059950400","4358.4"
"Skamania","53059950500","4229"
"Snohomish","53061040100","1720.9"
"Snohomish","53061040200","1720.9"
"Snohomish","53061040300","1720.9"
"Snohomish","53061040400","1720.9"
"Snohomish","53061040500","1720.9"
"Snohomish","53061040700","1720.9"
"Snohomish","53061040800","1720.9"
"Snohomish","53061040900","1720.9"
"Snohomish","53061041000","1720.9"
"Snohomish","53061041100","1720.9"
"Snohomish","53061041201","1720.9"
"Snohomish","53061041202","1720.9"
"Snohomish","53061041301","1177.1"
"Snohomish","53061041303","1720.9"
"Snohomish","53061041304","1153.8"
"Snohomish","53061041400","1720.9"
"Snohomish","53061041500","1720.9"
"Snohomish","53061041601","1749.2"
"Snohomish","53061041605","1749.2"
"Snohomish","53061041606","1750.2"
"Snohomish","53061041607","1749.2"
"Snohomish","53061041608","1750.2"
"Snohomish","53061041701","1750.2"
"Snohomish","53061041703","1750.2"
"Snohomish","53061041704","1750.2"
"Snohomish","53061041805","1749.2"
"Snohomish","53061041806","1750.2"
"Snohomish","53061041808","1750.2"
"Snohomish","53061041809","1750.2"
"Snohomish","53061041810","1750.2"
"Snohomish","53061041811","1750.2"
"Snohomish","53061041812","1750.2"
"Snohomish","53061041901","1750.2"
"Snohomish","53061041903","1749.2"
"Snohomish","53061041904","1749.2"
"Snohomish","53061041905","1750.2"
"Snohomish","53061042001","1177.1"
"Snohomish","53061042003","1678.8"
"Snohomish","53061042004","1678.8"
"Snohomish","53061042005","1678.8"
"Snohomish","53061042006","1739"
"Snohomish","53061050101","1678.8"
"Snohomish","53061050102","1678.8"
"Snohomish","53061050200","1671.7"
"Snohomish","53061050300","1592.3"
"Snohomish","53061050401","1592.3"
"Snohomish","53061050402","1592.3"
"Snohomish","53061050500","1592.3"
"Snohomish","53061050600","1592.3"
"Snohomish","53061050700","1592.3"
"Snohomish","53061050800","1592.3"
"Snohomish","53061050900","1592.3"
"Snohomish","53061051000","1592.3"
"Snohomish","53061051100","1592.3"
"Snohomish","53061051200","1618.1"
"Snohomish","53061051300","1618.1"
"Snohomish","53061051400","1618.1"
"Snohomish","53061051500","1592.3"
"Snohomish","53061051601","1678.8"
"Snohomish","53061051602","1671.7"
"Snohomish","53061051701","1671.7"
"Snohomish","53061051702","1678.8"
"Snohomish","53061051802","1678.8"
"Snohomish","53061051803","1678.8"
"Snohomish","53061051804","1690.1"
"Snohomish","53061051905","1671.7"
"Snohomish","53061051912","1854.9"
"Snohomish","53061051913","1618.1"
"Snohomish","53061051914","1790"
"Snohomish","53061051915","1671.7"
"Snohomish","53061051916","1843.6"
"Snohomish","53061051917","1790"
"Snohomish","53061051918","1790"
"Snohomish","53061051921","1690.1"
"Snohomish","53061051922","1683"
"Snohomish","53061051923","1690.1"
"Snohomish","53061051924","1690.1"
"Snohomish","53061051925","1854.9"
"Snohomish","53061051926","1854.9"
"Snohomish","53061051927","1690.1"
"Snohomish","53061051928","1690.1"
"Snohomish","53061052003","1750.2"
"Snohomish","53061052004","1750.2"
"Snohomish","53061052005","1750.2"
"Snohomish","53061052006","1750.2"
"Snohomish","53061052007","1750.2"
"Snohomish","53061052104","1720.9"
"Snohomish","53061052105","1750.2"
"Snohomish","53061052107","1922.2"
"Snohomish","53061052108","1922.2"
"Snohomish","53061052112","1922.2"
"Snohomish","53061052113","1922.2"
"Snohomish","53061052114","1750.2"
"Snohomish","53061052115","1750.2"
"Snohomish","53061052118","1750.2"
"Snohomish","53061052203","1725"
"Snohomish","53061052204","1922.2"
"Snohomish","53061052206","1759.1"
"Snohomish","53061052207","1758.4"
"Snohomish","53061052208","1931.4"
"Snohomish","53061052209","1922.2"
"Snohomish","53061052301","1773.2"
"Snohomish","53061052302","1720.9"
"Snohomish","53061052401","1720.9"
"Snohomish","53061052402","1720.9"
"Snohomish","53061052502","1720.9"
"Snohomish","53061052503","1720.9"
"Snohomish","53061052504","1720.9"
"Snohomish","53061052603","1761.2"
"Snohomish","53061052604","1761.2"
"Snohomish","53061052605","1761.2"
"Snohomish","53061052606","1761.2"
"Snohomish","53061052607","1720.9"
"Snohomish","53061052701","1716.1"
"Snohomish","53061052705","1753.7"
"Snohomish","53061052706","1720.9"
"Snohomish","53061052707","1761.2"
"Snohomish","53061052708","1753.7"
"Snohomish","53061052709","1753.7"
"Snohomish","53061052803","1716.1"
"Snohomish","53061052804","1753.7"
"Snohomish","53061052805","1713.4"
"Snohomish","53061052806","1753.7"
"Snohomish","53061052903","1720.9"
"Snohomish","53061052904","1720.9"
"Snohomish","53061052905","1713.4"
"Snohomish","53061052906","1713.4"
"Snohomish","53061053101","1118"
"Snohomish","53061053102","1118"
"Snohomish","53061053201","1116"
"Snohomish","53061053202","1116"
"Snohomish","53061053301","998.6"
"Snohomish","53061053302","983.8"
"Snohomish","53061053400","1260.3"
"Snohomish","53061053504","1752.8"
"Snohomish","53061053505","1842.3"
"Snohomish","53061053506","1857.6"
"Snohomish","53061053507","1752.8"
"Snohomish","53061053508","1752.8"
"Snohomish","53061053509","1752.8"
"Snohomish","53061053602","2150.8"
"Snohomish","53061053603","1753.7"
"Snohomish","53061053604","1842.3"
"Snohomish","53061053700","2503.2"
"Snohomish","53061053801","2473.4"
"Snohomish","53061053802","1790.6"
"Snohomish","53061053803","2595.4"
"Snohomish","53061940001","1720.9"
"Snohomish","53061940002","1153.8"
"Snohomish","53061990002","1148.8"
"Spokane","53063000200","4415.9"
"Spokane","53063000300","4880"
"Spokane","53063000400","4880"
"Spokane","53063000500","4880"
"Spokane","53063000600","4880"
"Spokane","53063000700","4888.5"
"Spokane","53063000800","4915.5"
"Spokane","53063000900","4888.5"
"Spokane","53063001000","4888.5"
"Spokane","53063001100","4880"
"Spokane","53063001200","4880"
"Spokane","53063001300","4880"
"Spokane","53063001400","4880"
"Spokane","53063001500","4415.9"
"Spokane","53063001600","4415.9"
"Spokane","53063001800","4409.6"
"Spokane","53063001900","4880"
"Spokane","53063002000","4874.1"
"Spokane","53063002100","4874.1"
"Spokane","53063002300","4874.1"
"Spokane","53063002400","4874.1"
"Spokane","53063002500","4409.6"
"Spokane","53063002600","4409.6"
"Spokane","53063002900","4447"
"Spokane","53063003000","4408.1"
"Spokane","53063003100","4408.1"
"Spokane","53063003200","4409.6"
"Spokane","53063003500","4409.6"
"Spokane","53063003600","4874.1"
"Spokane","53063003800","4874.1"
"Spokane","53063003900","4425.6"
"Spokane","53063004000","4409.6"
"Spokane","53063004100","4409.6"
"Spokane","53063004200","4408.1"
"Spokane","53063004300","4425.6"
"Spokane","53063004400","4425.6"
"Spokane","53063004500","4425.6"
"Spokane","53063004601","4425.6"
"Spokane","53063004602","4447"
"Spokane","53063004700","4447"
"Spokane","53063004800","4436.8"
"Spokane","53063004900","4417.3"
"Spokane","53063005000","4436.8"
"Spokane","53063010100","4419"
"Spokane","53063010201","5007.8"
"Spokane","53063010202","4450.6"
"Spokane","53063010301","4876.2"
"Spokane","53063010303","4947.6"
"Spokane","53063010304","4888.7"
"Spokane","53063010305","4914"
"Spokane","53063010401","4890.7"
"Spokane","53063010402","4938.3"
"Spokane","53063010501","4910.1"
"Spokane","53063010503","4926.7"
"Spokane","53063010504","4910.1"
"Spokane","53063010601","4926.7"
"Spokane","53063010602","4926.7"
"Spokane","53063010700","4910.1"
"Spokane","53063010800","4915.5"
"Spokane","53063010900","4915.5"
"Spokane","53063011000","4915.5"
"Spokane","53063011101","4907"
"Spokane","53063011102","4915.5"
"Spokane","53063011201","4915.5"
"Spokane","53063011202","4427"
"Spokane","53063011300","4444.4"
"Spokane","53063011400","4450.2"
"Spokane","53063011500","4442.9"
"Spokane","53063011600","4442.9"
"Spokane","53063011701","4454.1"
"Spokane","53063011702","4443.9"
"Spokane","53063011800","4443.9"
"Spokane","53063011900","4443.9"
"Spokane","53063012000","4454.1"
"Spokane","53063012100","4454.1"
"Spokane","53063012200","4421.3"
"Spokane","53063012300","4438.8"
"Spokane","53063012401","4443.9"
"Spokane","53063012402","4446.5"
"Spokane","53063012500","4443.9"
"Spokane","53063012600","4443.9"
"Spokane","53063012701","4443.9"
"Spokane","53063012702","4446.5"
"Spokane","53063012801","4446.5"
"Spokane","53063012802","4443.9"
"Spokane","53063012901","4443.9"
"Spokane","53063012902","4446.5"
"Spokane","53063013000","4435.4"
"Spokane","53063013100","4397.8"
"Spokane","53063013201","4398.6"
"Spokane","53063013202","4393.5"
"Spokane","53063013300","4448.4"
"Spokane","53063013401","4428.6"
"Spokane","53063013500","4417.3"
"Spokane","53063013600","4865.8"
"Spokane","53063013700","4874.1"
"Spokane","53063013800","4909.4"
"Spokane","53063013900","4917.5"
"Spokane","53063014001","4427.2"
"Spokane","53063014002","4903.8"
"Spokane","53063014100","4900.9"
"Spokane","53063014200","2923.7"
"Spokane","53063014300","2816.2"
"Spokane","53063014400","4415.9"
"Spokane","53063014500","4409.6"
"Stevens","53065941000","3629.5"
"Stevens","53065950100","5055.6"
"Stevens","53065950200","5098.6"
"Stevens","53065950300","5098.6"
"Stevens","53065950500","5081.2"
"Stevens","53065950600","5029.2"
"Stevens","53065950700","4954.9"
"Stevens","53065950800","5002.3"
"Stevens","53065950900","3513.5"
"Stevens","53065951100","3570.5"
"Stevens","53065951300","3532.9"
"Stevens","53065951400","3582.5"
"Thurston","53067010100","1507"
"Thurston","53067010200","1507"
"Thurston","53067010300","1507"
"Thurston","53067010400","1507"
"Thurston","53067010510","1507"
"Thurston","53067010520","1507"
"Thurston","53067010600","1509.4"
"Thurston","53067010700","1507"
"Thurston","53067010800","1536.2"
"Thurston","53067010910","1536.2"
"Thurston","53067010920","1536.2"
"Thurston","53067011000","1525.9"
"Thurston","53067011100","1509.4"
"Thurston","53067011200","1507"
"Thurston","53067011300","1507"
"Thurston","53067011410","1507"
"Thurston","53067011420","1518.6"
"Thurston","53067011500","1507"
"Thurston","53067011610","1518.6"
"Thurston","53067011621","1507"
"Thurston","53067011622","1518.6"
"Thurston","53067011623","1518.6"
"Thurston","53067011624","1522.6"
"Thurston","53067011710","1507"
"Thurston","53067011720","1518.6"
"Thurston","53067011810","1525.9"
"Thurston","53067011821","1536.2"
"Thurston","53067011822","1555"
"Thurston","53067011900","1778.1"
"Thurston","53067012000","1509.4"
"Thurston","53067012100","1509.4"
"Thurston","53067012211","1509.4"
"Thurston","53067012212","1507"
"Thurston","53067012221","1509.4"
"Thurston","53067012222","1511.2"
"Thurston","53067012310","1522.6"
"Thurston","53067012320","1523.8"
"Thurston","53067012330","1511.2"
"Thurston","53067012411","1532.4"
"Thurston","53067012412","1532.4"
"Thurston","53067012420","1528"
"Thurston","53067012510","1750.8"
"Thurston","53067012520","1520"
"Thurston","53067012530","1524"
"Thurston","53067012610","1553.1"
"Thurston","53067012620","1624.2"
"Thurston","53067012710","1668.4"
"Thurston","53067012720","1668.4"
"Thurston","53067012730","1652.7"
"Wahkiakum","53069950100","1286.2"
"Walla Walla","53071920000","3467"
"Walla Walla","53071920100","3385.6"
"Walla Walla","53071920200","3345.3"
"Walla Walla","53071920300","3345.3"
"Walla Walla","53071920400","3345.3"
"Walla Walla","53071920500","3345.3"
"Walla Walla","53071920600","3345.3"
"Walla Walla","53071920701","3345.3"
"Walla Walla","53071920702","3345.3"
"Walla Walla","53071920801","3382.6"
"Walla Walla","53071920802","3382.6"
"Walla Walla","53071920900","3299.8"
"Whatcom","53073000100","1727.1"
"Whatcom","53073000200","1714.2"
"Whatcom","53073000300","1714.2"
"Whatcom","53073000400","1714.2"
"Whatcom","53073000501","1714.2"
"Whatcom","53073000502","1714.2"
"Whatcom","53073000600","1714.2"
"Whatcom","53073000700","1727.1"
"Whatcom","53073000803","1727.1"
"Whatcom","53073000804","1684.5"
"Whatcom","53073000805","1695.3"
"Whatcom","53073000806","1695.3"
"Whatcom","53073000901","1714.2"
"Whatcom","53073000902","1671.6"
"Whatcom","53073001000","1714.2"
"Whatcom","53073001100","1714.2"
"Whatcom","53073001201","1714.2"
"Whatcom","53073001202","1725"
"Whatcom","53073010100","2724.6"
"Whatcom","53073010200","1727.1"
"Whatcom","53073010301","1722.3"
"Whatcom","53073010302","1727.1"
"Whatcom","53073010303","1727.1"
"Whatcom","53073010401","1711.5"
"Whatcom","53073010403","1799.8"
"Whatcom","53073010404","1699.1"
"Whatcom","53073010501","1701.4"
"Whatcom","53073010502","1722"
"Whatcom","53073010600","1727.1"
"Whatcom","53073010701","1735.4"
"Whatcom","53073010702","1727.1"
"Whatcom","53073010900","1676.4"
"Whatcom","53073011000","1763.4"
"Whatcom","53073940000","1712.8"
"Whitman","53075000100","2843"
"Whitman","53075000200","2844"
"Whitman","53075000300","2858"
"Whitman","53075000400","2858.4"
"Whitman","53075000500","2843"
"Whitman","53075000600","2843"
"Whitman","53075000700","2795.4"
"Whitman","53075000800","2667"
"Whitman","53075000900","2823.6"
"Whitman","53075001000","2915.2"
"Yakima","53077000100","4246.2"
"Yakima","53077000200","4246.2"
"Yakima","53077000300","4244.3"
"Yakima","53077000400","4282.6"
"Yakima","53077000500","4244.3"
"Yakima","53077000600","4246.2"
"Yakima","53077000700","4246.2"
"Yakima","53077000800","4244.3"
"Yakima","53077000901","4264"
"Yakima","53077000902","4247.7"
"Yakima","53077001000","4244.3"
"Yakima","53077001100","4244.3"
"Yakima","53077001201","4246.2"
"Yakima","53077001202","4246.2"
"Yakima","53077001300","4246.2"
"Yakima","53077001400","4246.2"
"Yakima","53077001501","4246.2"
"Yakima","53077001502","4246.2"
"Yakima","53077001601","4222.2"
"Yakima","53077001602","4222.2"
"Yakima","53077001701","4105.3"
"Yakima","53077001702","4222.2"
"Yakima","53077001800","4983.7"
"Yakima","53077001901","4984.9"
"Yakima","53077001902","4998.3"
"Yakima","53077002001","4993.8"
"Yakima","53077002002","4993.8"
"Yakima","53077002101","4986"
"Yakima","53077002102","4971.9"
"Yakima","53077002200","4768.9"
"Yakima","53077002701","4958.6"
"Yakima","53077002801","4167.1"
"Yakima","53077002802","4209.5"
"Yakima","53077002900","4163.4"
"Yakima","53077003001","3639.7"
"Yakima","53077003002","4227.3"
"Yakima","53077003100","4245"
"Yakima","53077003200","4244.3"
"Yakima","53077003400","4244.3"
"Yakima","53077940001","4404.3"
"Yakima","53077940002","4715.7"
"Yakima","53077940003","4222"
"Yakima","53077940004","4774.1"
"Yakima","53077940005","4719.9"
"Yakima","53077940006","4728.2"


"Wildfire Smoke Cumulative Score (2016-2022)"
"Geography: Census Tract, Time Period: 2016-2022"
"Created: 8/17/2023"

"""**"" indicates data suppression to protect confidentiality."

"""--"" indicates no data collected."

"""NR"" indicates data are not reliable."
